tanggal,komoditas,lokasi,harga
2026-07-05,Cabe Rawit Hijau,Rata-rata DKI Jakarta,52583
2026-07-05,Bawang Merah,Rata-rata DKI Jakarta,51150
2026-07-05,Bawang Putih,Rata-rata DKI Jakarta,43643
2026-07-05,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,149729
2026-07-05,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148524
2026-07-05,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41659
2026-07-05,Telur Ayam Ras,Rata-rata DKI Jakarta,25495
2026-07-05,Gula Pasir,Rata-rata DKI Jakarta,18519
2026-07-05,Tepung Terigu,Rata-rata DKI Jakarta,11583
2026-07-05,Garam Dapur,Rata-rata DKI Jakarta,4458
2026-07-05,Kentang (sedang),Rata-rata DKI Jakarta,19050
2026-07-05,Tomat Buah,Rata-rata DKI Jakarta,19117
2026-07-05,Kelapa Kupas,Rata-rata DKI Jakarta,14617
2026-07-05,Semangka,Rata-rata DKI Jakarta,14033
2026-07-05,Jeruk Medan,Rata-rata DKI Jakarta,33067
2026-07-05,Daging Kambing,Rata-rata DKI Jakarta,152750
2026-07-05,Daging Babi Berlemak,Rata-rata DKI Jakarta,107083
2026-07-05,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43233
2026-07-05,Ikan Mas,Rata-rata DKI Jakarta,41850
2026-07-05,Ikan Lele,Rata-rata DKI Jakarta,29733
2026-07-05,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20600
2026-07-05,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-05,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-05,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13281
2026-07-05,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11967
2026-07-05,Margarin Blueband Cup,Rata-rata DKI Jakarta,18500
2026-07-05,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10617
2026-07-05,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-05,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18889
2026-07-05,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22944
2026-07-05,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17506
2026-07-05,Daging Sapi,Rata-rata DKI Jakarta,149167
2026-07-05,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,42778
2026-07-05,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-07-05,Kacang Kedelai,Rata-rata DKI Jakarta,18556
2026-07-06,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15704
2026-07-06,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14694
2026-07-06,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13874
2026-07-06,Beras Muncul I,Rata-rata DKI Jakarta,15664
2026-07-06,Beras IR 42/Pera,Rata-rata DKI Jakarta,16488
2026-07-06,Beras Setra I/Premium,Rata-rata DKI Jakarta,15982
2026-07-06,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21887
2026-07-06,Cabe Merah Keriting,Rata-rata DKI Jakarta,45473
2026-07-06,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,49050
2026-07-06,Cabe Rawit Merah,Rata-rata DKI Jakarta,58769
2026-07-06,Cabe Rawit Hijau,Rata-rata DKI Jakarta,52340
2026-07-06,Bawang Merah,Rata-rata DKI Jakarta,49067
2026-07-06,Bawang Putih,Rata-rata DKI Jakarta,43593
2026-07-06,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152083
2026-07-06,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,146667
2026-07-06,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42940
2026-07-06,Telur Ayam Ras,Rata-rata DKI Jakarta,25687
2026-07-06,Gula Pasir,Rata-rata DKI Jakarta,18530
2026-07-06,Tepung Terigu,Rata-rata DKI Jakarta,11460
2026-07-06,Garam Dapur,Rata-rata DKI Jakarta,4597
2026-07-06,Kentang (sedang),Rata-rata DKI Jakarta,18467
2026-07-06,Tomat Buah,Rata-rata DKI Jakarta,18153
2026-07-06,Kelapa Kupas,Rata-rata DKI Jakarta,15000
2026-07-06,Semangka,Rata-rata DKI Jakarta,13793
2026-07-06,Jeruk Medan,Rata-rata DKI Jakarta,30920
2026-07-06,Daging Kambing,Rata-rata DKI Jakarta,153750
2026-07-06,Daging Babi Berlemak,Rata-rata DKI Jakarta,107500
2026-07-06,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,44167
2026-07-06,Ikan Mas,Rata-rata DKI Jakarta,42290
2026-07-06,Ikan Lele,Rata-rata DKI Jakarta,30480
2026-07-06,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-06,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-06,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,48000
2026-07-06,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,12910
2026-07-06,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11993
2026-07-06,Margarin Blueband Cup,Rata-rata DKI Jakarta,17747
2026-07-06,Margarin Blueband Sachet,Rata-rata DKI Jakarta,9869
2026-07-06,Beras Medium,Rata-rata DKI Jakarta,13500
2026-07-06,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18813
2026-07-06,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23750
2026-07-06,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17521
2026-07-06,Daging Sapi,Rata-rata DKI Jakarta,148750
2026-07-06,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,37292
2026-07-06,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-06,Kacang Kedelai,Rata-rata DKI Jakarta,18250
2026-07-08,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15585
2026-07-08,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14872
2026-07-08,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14057
2026-07-08,Beras Muncul I,Rata-rata DKI Jakarta,15525
2026-07-08,Beras IR 42/Pera,Rata-rata DKI Jakarta,16375
2026-07-08,Beras Setra I/Premium,Rata-rata DKI Jakarta,16952
2026-07-08,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21373
2026-07-08,Cabe Merah Keriting,Rata-rata DKI Jakarta,48007
2026-07-08,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51550
2026-07-08,Cabe Rawit Merah,Rata-rata DKI Jakarta,60673
2026-07-08,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54713
2026-07-08,Bawang Merah,Rata-rata DKI Jakarta,49787
2026-07-08,Bawang Putih,Rata-rata DKI Jakarta,44727
2026-07-08,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152250
2026-07-08,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148000
2026-07-08,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41887
2026-07-08,Telur Ayam Ras,Rata-rata DKI Jakarta,25733
2026-07-08,Gula Pasir,Rata-rata DKI Jakarta,18567
2026-07-08,Tepung Terigu,Rata-rata DKI Jakarta,11467
2026-07-08,Garam Dapur,Rata-rata DKI Jakarta,4793
2026-07-08,Kentang (sedang),Rata-rata DKI Jakarta,19087
2026-07-08,Tomat Buah,Rata-rata DKI Jakarta,18760
2026-07-08,Kelapa Kupas,Rata-rata DKI Jakarta,14600
2026-07-08,Semangka,Rata-rata DKI Jakarta,13473
2026-07-08,Jeruk Medan,Rata-rata DKI Jakarta,31567
2026-07-08,Daging Kambing,Rata-rata DKI Jakarta,151500
2026-07-08,Daging Babi Berlemak,Rata-rata DKI Jakarta,106167
2026-07-08,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,44067
2026-07-08,Ikan Mas,Rata-rata DKI Jakarta,42223
2026-07-08,Ikan Lele,Rata-rata DKI Jakarta,30613
2026-07-08,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-08,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-08,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,52250
2026-07-08,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13242
2026-07-08,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11993
2026-07-08,Margarin Blueband Cup,Rata-rata DKI Jakarta,18040
2026-07-08,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10630
2026-07-08,Beras Medium,Rata-rata DKI Jakarta,13000
2026-07-08,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-07-08,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
2026-07-08,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17300
2026-07-08,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-07-08,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,42083
2026-07-08,Ikan Kembung,Rata-rata DKI Jakarta,47500
2026-07-08,Kacang Kedelai,Rata-rata DKI Jakarta,18889
2026-07-09,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15587
2026-07-09,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14747
2026-07-09,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14152
2026-07-09,Beras Muncul I,Rata-rata DKI Jakarta,15775
2026-07-09,Beras IR 42/Pera,Rata-rata DKI Jakarta,16408
2026-07-09,Beras Setra I/Premium,Rata-rata DKI Jakarta,17072
2026-07-09,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21547
2026-07-09,Cabe Merah Keriting,Rata-rata DKI Jakarta,45507
2026-07-09,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,49850
2026-07-09,Cabe Rawit Merah,Rata-rata DKI Jakarta,59473
2026-07-09,Cabe Rawit Hijau,Rata-rata DKI Jakarta,52571
2026-07-09,Bawang Merah,Rata-rata DKI Jakarta,48701
2026-07-09,Bawang Putih,Rata-rata DKI Jakarta,44562
2026-07-09,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152012
2026-07-09,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147257
2026-07-09,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41986
2026-07-09,Telur Ayam Ras,Rata-rata DKI Jakarta,25852
2026-07-09,Gula Pasir,Rata-rata DKI Jakarta,18482
2026-07-09,Tepung Terigu,Rata-rata DKI Jakarta,11290
2026-07-09,Garam Dapur,Rata-rata DKI Jakarta,4492
2026-07-09,Kentang (sedang),Rata-rata DKI Jakarta,18980
2026-07-09,Tomat Buah,Rata-rata DKI Jakarta,18441
2026-07-09,Kelapa Kupas,Rata-rata DKI Jakarta,14557
2026-07-09,Semangka,Rata-rata DKI Jakarta,14173
2026-07-09,Jeruk Medan,Rata-rata DKI Jakarta,30400
2026-07-09,Daging Kambing,Rata-rata DKI Jakarta,152750
2026-07-09,Daging Babi Berlemak,Rata-rata DKI Jakarta,104500
2026-07-09,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,44162
2026-07-09,Ikan Mas,Rata-rata DKI Jakarta,42037
2026-07-09,Ikan Lele,Rata-rata DKI Jakarta,30333
2026-07-09,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-09,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-09,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,46667
2026-07-09,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13094
2026-07-09,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12000
2026-07-09,Margarin Blueband Cup,Rata-rata DKI Jakarta,18190
2026-07-09,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10367
2026-07-09,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-09,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18771
2026-07-09,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23167
2026-07-09,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17604
2026-07-09,Daging Sapi,Rata-rata DKI Jakarta,149375
2026-07-09,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,37917
2026-07-09,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-09,Kacang Kedelai,Rata-rata DKI Jakarta,16292
2026-07-11,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15562
2026-07-11,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14628
2026-07-11,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13992
2026-07-11,Beras Muncul I,Rata-rata DKI Jakarta,15500
2026-07-11,Beras IR 42/Pera,Rata-rata DKI Jakarta,16587
2026-07-11,Beras Setra I/Premium,Rata-rata DKI Jakarta,17301
2026-07-11,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21680
2026-07-11,Cabe Merah Keriting,Rata-rata DKI Jakarta,47805
2026-07-11,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,52800
2026-07-11,Cabe Rawit Merah,Rata-rata DKI Jakarta,59662
2026-07-11,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54283
2026-07-11,Bawang Merah,Rata-rata DKI Jakarta,50031
2026-07-11,Bawang Putih,Rata-rata DKI Jakarta,44724
2026-07-11,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152929
2026-07-11,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148024
2026-07-11,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42072
2026-07-11,Telur Ayam Ras,Rata-rata DKI Jakarta,25462
2026-07-11,Gula Pasir,Rata-rata DKI Jakarta,18586
2026-07-11,Tepung Terigu,Rata-rata DKI Jakarta,11590
2026-07-11,Garam Dapur,Rata-rata DKI Jakarta,4548
2026-07-11,Kentang (sedang),Rata-rata DKI Jakarta,19443
2026-07-11,Tomat Buah,Rata-rata DKI Jakarta,19135
2026-07-11,Kelapa Kupas,Rata-rata DKI Jakarta,14483
2026-07-11,Semangka,Rata-rata DKI Jakarta,13833
2026-07-11,Jeruk Medan,Rata-rata DKI Jakarta,32317
2026-07-11,Daging Kambing,Rata-rata DKI Jakarta,152333
2026-07-11,Daging Babi Berlemak,Rata-rata DKI Jakarta,107000
2026-07-11,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42929
2026-07-11,Ikan Mas,Rata-rata DKI Jakarta,42017
2026-07-11,Ikan Lele,Rata-rata DKI Jakarta,29933
2026-07-11,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20600
2026-07-11,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-11,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,50000
2026-07-11,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13288
2026-07-11,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11967
2026-07-11,Margarin Blueband Cup,Rata-rata DKI Jakarta,18417
2026-07-11,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10633
2026-07-11,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-11,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,19000
2026-07-11,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23167
2026-07-11,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17506
2026-07-11,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-07-11,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,43333
2026-07-11,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-07-11,Kacang Kedelai,Rata-rata DKI Jakarta,20334
2026-07-13,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15685
2026-07-13,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14639
2026-07-13,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13932
2026-07-13,Beras Muncul I,Rata-rata DKI Jakarta,15650
2026-07-13,Beras IR 42/Pera,Rata-rata DKI Jakarta,16575
2026-07-13,Beras Setra I/Premium,Rata-rata DKI Jakarta,17452
2026-07-13,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21833
2026-07-13,Cabe Merah Keriting,Rata-rata DKI Jakarta,47133
2026-07-13,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,52400
2026-07-13,Cabe Rawit Merah,Rata-rata DKI Jakarta,59967
2026-07-13,Cabe Rawit Hijau,Rata-rata DKI Jakarta,57117
2026-07-13,Bawang Merah,Rata-rata DKI Jakarta,49067
2026-07-13,Bawang Putih,Rata-rata DKI Jakarta,44267
2026-07-13,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152500
2026-07-13,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148100
2026-07-13,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42467
2026-07-13,Telur Ayam Ras,Rata-rata DKI Jakarta,25933
2026-07-13,Gula Pasir,Rata-rata DKI Jakarta,18500
2026-07-13,Tepung Terigu,Rata-rata DKI Jakarta,11433
2026-07-13,Garam Dapur,Rata-rata DKI Jakarta,4717
2026-07-13,Kentang (sedang),Rata-rata DKI Jakarta,19083
2026-07-13,Tomat Buah,Rata-rata DKI Jakarta,18950
2026-07-13,Kelapa Kupas,Rata-rata DKI Jakarta,14623
2026-07-13,Semangka,Rata-rata DKI Jakarta,13380
2026-07-13,Jeruk Medan,Rata-rata DKI Jakarta,31667
2026-07-13,Daging Kambing,Rata-rata DKI Jakarta,153000
2026-07-13,Daging Babi Berlemak,Rata-rata DKI Jakarta,104167
2026-07-13,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43067
2026-07-13,Ikan Mas,Rata-rata DKI Jakarta,42420
2026-07-13,Ikan Lele,Rata-rata DKI Jakarta,30520
2026-07-13,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-13,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45500
2026-07-13,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51667
2026-07-13,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13350
2026-07-13,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,23833
2026-07-13,Margarin Blueband Cup,Rata-rata DKI Jakarta,18433
2026-07-13,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10507
2026-07-13,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-13,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18875
2026-07-13,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22250
2026-07-13,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17688
2026-07-13,Daging Sapi,Rata-rata DKI Jakarta,144583
2026-07-13,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40208
2026-07-13,Ikan Kembung,Rata-rata DKI Jakarta,47125
2026-07-13,Kacang Kedelai,Rata-rata DKI Jakarta,19250
2026-07-14,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15656
2026-07-14,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14580
2026-07-14,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13981
2026-07-14,Beras Muncul I,Rata-rata DKI Jakarta,15539
2026-07-14,Beras IR 42/Pera,Rata-rata DKI Jakarta,16525
2026-07-14,Beras Setra I/Premium,Rata-rata DKI Jakarta,17072
2026-07-14,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21980
2026-07-14,Cabe Merah Keriting,Rata-rata DKI Jakarta,46513
2026-07-14,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51633
2026-07-14,Cabe Rawit Merah,Rata-rata DKI Jakarta,59560
2026-07-14,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55670
2026-07-14,Bawang Merah,Rata-rata DKI Jakarta,49177
2026-07-14,Bawang Putih,Rata-rata DKI Jakarta,44260
2026-07-14,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153083
2026-07-14,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148433
2026-07-14,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42520
2026-07-14,Telur Ayam Ras,Rata-rata DKI Jakarta,25893
2026-07-14,Gula Pasir,Rata-rata DKI Jakarta,18613
2026-07-14,Tepung Terigu,Rata-rata DKI Jakarta,11373
2026-07-14,Garam Dapur,Rata-rata DKI Jakarta,4700
2026-07-14,Kentang (sedang),Rata-rata DKI Jakarta,19257
2026-07-14,Tomat Buah,Rata-rata DKI Jakarta,18843
2026-07-14,Kelapa Kupas,Rata-rata DKI Jakarta,14623
2026-07-14,Semangka,Rata-rata DKI Jakarta,13653
2026-07-14,Jeruk Medan,Rata-rata DKI Jakarta,31487
2026-07-14,Daging Kambing,Rata-rata DKI Jakarta,152333
2026-07-14,Daging Babi Berlemak,Rata-rata DKI Jakarta,108333
2026-07-14,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42983
2026-07-14,Ikan Mas,Rata-rata DKI Jakarta,41887
2026-07-14,Ikan Lele,Rata-rata DKI Jakarta,30940
2026-07-14,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-14,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-14,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-14,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13333
2026-07-14,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12100
2026-07-14,Margarin Blueband Cup,Rata-rata DKI Jakarta,18033
2026-07-14,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10627
2026-07-14,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-14,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-07-14,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22917
2026-07-14,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17604
2026-07-14,Daging Sapi,Rata-rata DKI Jakarta,149063
2026-07-14,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,43750
2026-07-14,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-14,Kacang Kedelai,Rata-rata DKI Jakarta,17917
2026-07-15,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15590
2026-07-15,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14570
2026-07-15,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13847
2026-07-15,Beras Muncul I,Rata-rata DKI Jakarta,15833
2026-07-15,Beras IR 42/Pera,Rata-rata DKI Jakarta,16212
2026-07-15,Beras Setra I/Premium,Rata-rata DKI Jakarta,17150
2026-07-15,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21164
2026-07-15,Cabe Merah Keriting,Rata-rata DKI Jakarta,46424
2026-07-15,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50620
2026-07-15,Cabe Rawit Merah,Rata-rata DKI Jakarta,57719
2026-07-15,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56286
2026-07-15,Bawang Merah,Rata-rata DKI Jakarta,49012
2026-07-15,Bawang Putih,Rata-rata DKI Jakarta,44674
2026-07-15,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152262
2026-07-15,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147124
2026-07-15,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41909
2026-07-15,Telur Ayam Ras,Rata-rata DKI Jakarta,27710
2026-07-15,Gula Pasir,Rata-rata DKI Jakarta,18495
2026-07-15,Tepung Terigu,Rata-rata DKI Jakarta,11400
2026-07-15,Garam Dapur,Rata-rata DKI Jakarta,4769
2026-07-15,Kentang (sedang),Rata-rata DKI Jakarta,19229
2026-07-15,Tomat Buah,Rata-rata DKI Jakarta,18960
2026-07-15,Kelapa Kupas,Rata-rata DKI Jakarta,14517
2026-07-15,Semangka,Rata-rata DKI Jakarta,13900
2026-07-15,Jeruk Medan,Rata-rata DKI Jakarta,31567
2026-07-15,Daging Kambing,Rata-rata DKI Jakarta,152600
2026-07-15,Daging Babi Berlemak,Rata-rata DKI Jakarta,103111
2026-07-15,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43372
2026-07-15,Ikan Mas,Rata-rata DKI Jakarta,41783
2026-07-15,Ikan Lele,Rata-rata DKI Jakarta,30900
2026-07-15,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-07-15,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45500
2026-07-15,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,48000
2026-07-15,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13131
2026-07-15,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11933
2026-07-15,Margarin Blueband Cup,Rata-rata DKI Jakarta,18107
2026-07-15,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10383
2026-07-15,Beras Medium,Rata-rata DKI Jakarta,13667
2026-07-15,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,19208
2026-07-15,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
2026-07-15,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17038
2026-07-15,Daging Sapi,Rata-rata DKI Jakarta,139063
2026-07-15,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39167
2026-07-15,Ikan Kembung,Rata-rata DKI Jakarta,49250
2026-07-15,Kacang Kedelai,Rata-rata DKI Jakarta,19542
2026-07-19,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15460
2026-07-19,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14573
2026-07-19,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13945
2026-07-19,Beras Muncul I,Rata-rata DKI Jakarta,15867
2026-07-19,Beras IR 42/Pera,Rata-rata DKI Jakarta,16590
2026-07-19,Beras Setra I/Premium,Rata-rata DKI Jakarta,16800
2026-07-19,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21803
2026-07-19,Cabe Merah Keriting,Rata-rata DKI Jakarta,44983
2026-07-19,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50633
2026-07-19,Cabe Rawit Merah,Rata-rata DKI Jakarta,57583
2026-07-19,Cabe Rawit Hijau,Rata-rata DKI Jakarta,57000
2026-07-19,Bawang Merah,Rata-rata DKI Jakarta,48067
2026-07-19,Bawang Putih,Rata-rata DKI Jakarta,44087
2026-07-19,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,151833
2026-07-19,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147667
2026-07-19,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43533
2026-07-19,Telur Ayam Ras,Rata-rata DKI Jakarta,26113
2026-07-19,Gula Pasir,Rata-rata DKI Jakarta,18533
2026-07-19,Tepung Terigu,Rata-rata DKI Jakarta,11433
2026-07-19,Garam Dapur,Rata-rata DKI Jakarta,4433
2026-07-19,Kentang (sedang),Rata-rata DKI Jakarta,19047
2026-07-19,Tomat Buah,Rata-rata DKI Jakarta,18320
2026-07-19,Kelapa Kupas,Rata-rata DKI Jakarta,14280
2026-07-19,Semangka,Rata-rata DKI Jakarta,13950
2026-07-19,Jeruk Medan,Rata-rata DKI Jakarta,31550
2026-07-19,Daging Kambing,Rata-rata DKI Jakarta,152333
2026-07-19,Daging Babi Berlemak,Rata-rata DKI Jakarta,102083
2026-07-19,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43167
2026-07-19,Ikan Mas,Rata-rata DKI Jakarta,42870
2026-07-19,Ikan Lele,Rata-rata DKI Jakarta,30660
